"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009060","GO:0009060","aerobic respiration","41/1228","168/12719",1.65943039270296e-08,7.32412232415714e-06,7.32412232415714e-06,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Cox7c/Uqcr11/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Uqcc2/Cox7a2l/Ndufb8/Ndufb3/Slc25a33/Ndufc2/Cox4i1/Cox7a2/Gadd45gip1/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atpsckmt/Ndufb10/Ndufa7/Uqcrq/Tefm/Atp5k/Coa6/Antkmt/Fxn/Uqcr10/Ndufs8/Uqcrh/Chchd2/Ndufb6/Uqcc3/Bloc1s1",41
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","30/1228","103/12719",1.9573000976351e-08,7.91890997834868e-06,7.91890997834868e-06,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Ndufb3/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",30
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","30/1228","104/12719",2.50053198073637e-08,9.33852520498081e-06,9.33852520498081e-06,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Ndufb3/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",30
"GO:0006754","GO:0006754","ATP biosynthetic process","28/1228","95/12719",4.36106094052373e-08,1.51235363330305e-05,1.51235363330305e-05,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Ndufb3/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3",28
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","30/1228","108/12719",6.41520814929637e-08,2.07638903765559e-05,2.07638903765559e-05,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Ndufb3/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",30
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","31/1228","115/12719",8.27656799637745e-08,2.51142110140078e-05,2.51142110140078e-05,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Ndufb3/Dtymk/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",31
"GO:0045333","GO:0045333","cellular respiration","45/1228","215/12719",4.39178430221983e-07,0.000125424192866337,0.000125424192866337,"Sdhd/Ndufa11/Ndufb2/Etfb/Ndufa2/Atp5e/Cox7c/Uqcr11/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Uqcc2/Cox7a2l/Ndufb8/Ndufb3/Slc25a33/Ppargc1a/Ndufc2/Cox4i1/Cox7a2/Gadd45gip1/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atpsckmt/Ndufb10/Etfrf1/Ndufa7/Uqcrq/Tefm/Atp5k/Mtln/Coa6/Antkmt/Fxn/Uqcr10/Ndufs8/Uqcrh/Chchd2/Ndufb6/Uqcc3/Bloc1s1",45
"GO:0017004","GO:0017004","cytochrome complex assembly","14/1228","33/12719",7.98866075811781e-07,0.0002154719332259,0.0002154719332259,"Cyba/Coa3/Cox14/Uqcc2/Slc25a33/Coa8/Coa4/Cox19/Cox17/Coa6/Smim20/1190007I07Rik/Uqcc3/Cox16",14
"GO:0006959","GO:0006959","humoral immune response","38/1228","179/12719",2.38016383632389e-06,0.000608194496071184,0.000608194496071184,"Cd46/Slpi/Wfdc2/Mmp7/Cxcl14/Sftpd/Rgcc/Trem2/Cr2/Notch1/Fcna/Pglyrp1/Trf/Fau/Rps19/Wfdc12/Dmbt1/Wfdc21/S100a9/Hamp2/Rpl30/Ang4/Romo1/Wfdc17/Ang/Ccl27a/Trbc2/Ighm/Ighv13-2/Trdv4/Rpl39/Ighv1-64/Ighv1-84/Ighv14-3/Ighv10-3/Ighv1-5/Ighv1-63/Ighv9-1",38
"GO:0000028","GO:0000028","ribosomal small subunit assembly","10/1228","19/12719",2.77602368417115e-06,0.000673879749332547,0.000673879749332547,"Rps25/Rps5/Rps14/Rpsa/Rps27l/Rps19/Mrps7/Rpl38/Rps15/Rps28",10
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","40/1228","195/12719",3.21942895709895e-06,0.000744301313653113,0.000744301313653113,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acsl6/Adcy1/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Ndufb8/Hprt/Ndufb3/Mpc2/Acss2/Ppcs/Ppargc1a/Ndufc2/Nt5e/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Pnp2/Ndufb6/Uqcc3/Nme3",40
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","37/1228","176/12719",4.09817366546333e-06,0.000904392415719295,0.000904392415719295,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acsl6/Adcy1/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Hprt/Ndufb3/Mpc2/Acss2/Ppcs/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",37
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","38/1228","187/12719",7.09726429998714e-06,0.00149813992071468,0.00149813992071468,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acsl6/Adcy1/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Ndufb8/Hprt/Ndufb3/Mpc2/Acss2/Ppcs/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",38
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","19/1228","67/12719",1.18181882676114e-05,0.00239072100163555,0.00239072100163555,"Nhp2/Gtf3a/Znhit3/Fastkd2/Mrpl20/Mrpl1/Malsu1/Nip7/Rpl10a/Urb1/Rpl38/Rpl5/Rpl11/Rpl35a/Nsa2/Rpl26/Rpl35/Rplp0/Rpl24",19
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","37/1228","188/12719",1.97977210971948e-05,0.00384471743707523,0.00384471743707523,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acsl6/Adcy1/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Hprt/Ndufb3/Mpc2/Acss2/Ppcs/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",37
"GO:0042255","GO:0042255","ribosome assembly","17/1228","58/12719",2.10016819284145e-05,0.00392166022163278,0.00392166022163278,"Rps25/Rps5/Rps14/Fastkd2/Mrpl20/Nip7/Rpsa/Rps27l/Rps19/Mrps7/Rpl38/Rpl5/Rpl11/Rps15/Rplp0/Rps28/Rpl24",17
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","57/1228","343/12719",3.02724673480775e-05,0.00544343811018209,0.00544343811018209,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acot8/Pipox/Hint1/Acsl6/Adcy1/Nt5c/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Bad/Ndufb8/Acot9/Urah/Hprt/Ndufb3/Hdac4/Mpc2/Acss2/Uox/Ppcs/Hmgcl/Mtor/Ppargc1a/Ran/Far2/Ndufc2/Nudt7/Nt5e/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Pde9a/Tspo/Ndufa7/Atp5k/Atpif1/Ces1d/Antkmt/Ndufs8/Pgk1/Ndufb6/Uqcc3/Nme3",57
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","49/1228","283/12719",3.69510293050346e-05,0.00621389201027663,0.00621389201027662,"Sdhd/Ndufa11/Ndufb2/Etfb/Ndufa2/Atp5e/Cox7c/Uqcr11/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Uqcc2/Cox7a2l/Sorbs1/Ndufb8/Ndufb3/Slc25a33/Mtor/Ppargc1a/Ndufc2/Cox4i1/Cox7a2/Gadd45gip1/Ndufb7/Atp5h/Ndufa13/Cavin3/Atp5j2/Atpsckmt/Ndufb10/Etfrf1/Ppp1ca/Ndufa7/Uqcrq/Tefm/Atp5k/Mtln/Coa6/Antkmt/Fxn/Uqcr10/Ndufs8/Uqcrh/Chchd2/Ndufb6/Uqcc3/Bloc1s1",49
"GO:0022900","GO:0022900","electron transport chain","23/1228","97/12719",3.71798356392272e-05,0.00621389201027663,0.00621389201027662,"Sdhd/Etfb/Cox7c/Uqcr11/Ndufs6/Ndufs4/Ndufb9/Ndufb8/Ndufb3/Ppargc1a/Ndufc2/Cox4i1/Etfrf1/Ndufa7/Uqcrq/Coa6/Uqcr10/Ndufs8/Uqcrh/Chchd2/Ndufb6/Uqcc3/Fdx2",23
"GO:0072521","GO:0072521","purine-containing compound metabolic process","62/1228","386/12719",3.9641108512098e-05,0.00621389201027663,0.00621389201027662,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acot8/Pipox/Hint1/Acsl6/Adcy1/Nt5c/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Bad/Ndufb8/Acot9/Urah/Hprt/Ndufb3/Hdac4/Mpc2/Acss2/Uox/Ppcs/Hmgcl/Mtor/Ppargc1a/Ran/Nt5c3/Far2/Ndufc2/Nudt7/Nt5e/Acpp/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Pde9a/Tspo/Ndufa7/Atp5k/Atpif1/Ces1d/Antkmt/Ndufs8/Pgk1/Macrod2/Pnp2/Ndufb6/Uqcc3/Nme3",62
"GO:0019730","GO:0019730","antimicrobial humoral response","22/1228","91/12719",3.96767563992946e-05,0.00621389201027663,0.00621389201027662,"Slpi/Wfdc2/Mmp7/Cxcl14/Sftpd/Pglyrp1/Trf/Fau/Rps19/Wfdc12/Dmbt1/Wfdc21/S100a9/Hamp2/Rpl30/Ang4/Romo1/Wfdc17/Ang/Ccl27a/Ighm/Rpl39",22
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","37/1228","195/12719",4.54646133490628e-05,0.00689783430655312,0.00689783430655312,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acsl6/Adcy1/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Ndufb8/Hprt/Ndufb3/Mpc2/Acss2/Ppcs/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Ndufb6/Uqcc3/Nme3",37
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","10/1228","25/12719",5.71410657280252e-05,0.00815940806204595,0.00815940806204595,"Glrx5/Isca2/Nubp1/Glrx3/Ciao2b/Ciao2a/Hscb/Lyrm4/Fxn/Fdx2",10
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","10/1228","25/12719",5.71410657280252e-05,0.00815940806204595,0.00815940806204595,"Glrx5/Isca2/Nubp1/Glrx3/Ciao2b/Ciao2a/Hscb/Lyrm4/Fxn/Fdx2",10
"GO:0006163","GO:0006163","purine nucleotide metabolic process","58/1228","361/12719",6.92491546920993e-05,0.00960584702943263,0.00960584702943263,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acot8/Pipox/Hint1/Acsl6/Adcy1/Nt5c/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Bad/Ndufb8/Acot9/Urah/Hprt/Ndufb3/Hdac4/Mpc2/Acss2/Uox/Ppcs/Hmgcl/Mtor/Ppargc1a/Ran/Far2/Ndufc2/Nudt7/Nt5e/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Pde9a/Tspo/Ndufa7/Atp5k/Atpif1/Ces1d/Antkmt/Ndufs8/Pgk1/Ndufb6/Uqcc3/Nme3",58
"GO:0022904","GO:0022904","respiratory electron transport chain","21/1228","88/12719",7.23366038261267e-05,0.0097553947659957,0.0097553947659957,"Sdhd/Etfb/Cox7c/Uqcr11/Ndufs6/Ndufs4/Ndufb9/Ndufb8/Ppargc1a/Ndufc2/Cox4i1/Etfrf1/Ndufa7/Uqcrq/Coa6/Uqcr10/Ndufs8/Uqcrh/Chchd2/Ndufb6/Uqcc3",21
"GO:0009259","GO:0009259","ribonucleotide metabolic process","58/1228","362/12719",7.49247675760632e-05,0.00983134450221045,0.00983134450221045,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acot8/Pipox/Hint1/Acsl6/Adcy1/Nt5c/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Bad/Ndufb8/Acot9/Urah/Hprt/Ndufb3/Hdac4/Mpc2/Acss2/Uox/Ppcs/Hmgcl/Mtor/Ppargc1a/Ran/Nt5c3/Far2/Ndufc2/Nudt7/Nt5e/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Pde9a/Tspo/Ndufa7/Atp5k/Atpif1/Ces1d/Antkmt/Ndufs8/Pgk1/Ndufb6/Uqcc3/Nme3",58
"GO:0019693","GO:0019693","ribose phosphate metabolic process","59/1228","371/12719",8.07198466976241e-05,0.0103130225188675,0.0103130225188675,"Sdhd/Ndufa11/Ndufb2/Nudt14/Aprt/Ndufa2/Atp5e/Acot8/Pipox/Hint1/Acsl6/Adcy1/Nt5c/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Bad/Ndufb8/Acot9/Urah/Hprt/Ndufb3/Hdac4/Mpc2/Acss2/Uox/Ppcs/Hmgcl/Mtor/Ppargc1a/Ran/Nt5c3/Far2/Ndufc2/Nudt7/Nt5e/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Pde9a/Tspo/Ndufa7/Atp5k/Atpif1/Ces1d/Antkmt/Ndufs8/Pgk1/Ndufb6/Uqcc3/Nme3",59
"GO:0019731","GO:0019731","antibacterial humoral response","14/1228","47/12719",9.15076350713172e-05,0.0113915273915704,0.0113915273915704,"Slpi/Wfdc2/Mmp7/Sftpd/Trf/Fau/Wfdc12/Dmbt1/Wfdc21/Ang4/Wfdc17/Ang/Ighm/Rpl39",14
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","38/1228","209/12719",9.38918290046287e-05,0.0113961207454368,0.0113961207454368,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Bad/Ndufb8/Ndufb3/Hdac4/Mtor/Ppargc1a/Ran/Ndufc2/Nt5e/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Tspo/Ndufa7/Atp5k/Atpif1/Antkmt/Ndufs8/Pgk1/Ndufb6/Uqcc3/Nme3",38
"GO:0046034","GO:0046034","ATP metabolic process","35/1228","187/12719",9.62867635481356e-05,0.0114017618786878,0.0114017618786878,"Sdhd/Ndufa11/Ndufb2/Ndufa2/Atp5e/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Trem2/Bad/Ndufb8/Ndufb3/Hdac4/Mtor/Ppargc1a/Ndufc2/Nt5e/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Tspo/Ndufa7/Atp5k/Atpif1/Antkmt/Ndufs8/Pgk1/Ndufb6/Uqcc3",35
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","70/1228","464/12719",9.99481847144715e-05,0.0115535342092562,0.0115535342092562,"Sdhd/Ndufa11/Ndufb2/Nudt14/Nqo1/Aprt/Ndufa2/Atp5e/Acot8/Pipox/Hint1/Acsl6/Adcy1/Nt5c/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Prdx5/Bad/Ndufb8/Acot9/Urah/Hprt/Ndufb3/Dtymk/Hdac4/Mpc2/Acss2/Naxe/Uox/Ppcs/Hmgcl/Mtor/Ppargc1a/Ran/Nt5c3/Far2/Ndufc2/Nudt7/Me1/Nt5e/Acpp/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Fmo2/Fmo1/Pde9a/Tspo/Ndufa7/Dctpp1/Atp5k/Atpif1/Ces1d/Antkmt/Ndufs8/Pgk1/Pnp2/Ndufb6/Uqcc3/Nme3",70
"GO:0009117","GO:0009117","nucleotide metabolic process","69/1228","457/12719",0.000109095375810847,0.0123176290595735,0.0123176290595735,"Sdhd/Ndufa11/Ndufb2/Nqo1/Aprt/Ndufa2/Atp5e/Acot8/Pipox/Hint1/Acsl6/Adcy1/Nt5c/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Prdx5/Bad/Ndufb8/Acot9/Urah/Hprt/Ndufb3/Dtymk/Hdac4/Mpc2/Acss2/Naxe/Uox/Ppcs/Hmgcl/Mtor/Ppargc1a/Ran/Nt5c3/Far2/Ndufc2/Nudt7/Me1/Nt5e/Acpp/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Fmo2/Fmo1/Pde9a/Tspo/Ndufa7/Dctpp1/Atp5k/Atpif1/Ces1d/Antkmt/Ndufs8/Pgk1/Pnp2/Ndufb6/Uqcc3/Nme3",69
"GO:0009165","GO:0009165","nucleotide biosynthetic process","40/1228","227/12719",0.000126274063738747,0.0139331949875367,0.0139331949875367,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acsl6/Adcy1/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Ndufb8/Hprt/Ndufb3/Dtymk/Mpc2/Acss2/Ppcs/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Pnp2/Ndufb6/Uqcc3/Nme3",40
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","40/1228","229/12719",0.000153345546509504,0.0158939470549719,0.0158939470549719,"Sdhd/Ndufa11/Ndufb2/Aprt/Ndufa2/Atp5e/Acsl6/Adcy1/Nme2/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Ndufb4/Guca1a/Trem2/Ndufb8/Hprt/Ndufb3/Dtymk/Mpc2/Acss2/Ppcs/Ppargc1a/Ndufc2/Ndufb7/Atp5h/Ndufa13/Atp5j2/Atp5l/Atpsckmt/Ndufb10/Ndufa7/Atp5k/Antkmt/Ndufs8/Pnp2/Ndufb6/Uqcc3/Nme3",40
